Date,Price,Open,High,Low,Vol.,Change %
2022-08-09,"2,917.63","2,938.00","2,972.24","2,917.63",478.24M,-0.69%
2022-08-08,"2,938.00","2,923.75","2,985.04","2,923.75",746.61M,0.49%
2022-08-07,"2,923.75","2,835.89","2,924.26","2,835.89",787.76M,3.10%
2022-08-04,"2,835.89","2,748.41","2,835.89","2,748.41",585.17M,3.18%
2022-08-03,"2,748.41","2,725.84","2,757.12","2,725.84",383.83M,0.83%
2022-08-02,"2,725.84","2,699.70","2,725.84","2,698.49",298.66M,0.97%
2022-08-01,"2,699.70","2,734.85","2,753.88","2,699.23",381.95M,-1.29%
2022-07-31,"2,734.85","2,707.97","2,744.28","2,707.97",221.22M,0.99%
2022-07-28,"2,707.97","2,686.17","2,707.97","2,682.11",212.54M,0.81%
2022-07-27,"2,686.17","2,704.43","2,723.08","2,686.17",331.28M,-0.68%
2022-07-26,"2,704.43","2,672.39","2,722.59","2,668.51",504.86M,1.20%
2022-07-25,"2,672.39","2,664.44","2,674.11","2,663.83",283.17M,0.30%
2022-07-24,"2,664.44","2,642.11","2,671.41","2,642.11",312.78M,0.85%
2022-07-21,"2,642.11","2,580.07","2,642.31","2,580.07",403.22M,2.40%
2022-07-20,"2,580.07","2,559.92","2,582.48","2,559.92",376.69M,0.79%
2022-07-19,"2,559.92","2,527.09","2,559.92","2,523.84",337.24M,1.30%
2022-07-18,"2,527.09","2,484.65","2,527.09","2,484.65",305.16M,1.71%
2022-07-17,"2,484.65","2,484.55","2,485.05","2,477.34",157.88M,0.00%
2022-07-07,"2,484.55","2,454.66","2,491.70","2,454.20",259.41M,1.22%
2022-07-06,"2,454.66","2,442.86","2,454.66","2,435.37",202.33M,0.48%
2022-07-05,"2,442.86","2,435.59","2,464.72","2,435.59",260.81M,0.30%
2022-07-04,"2,435.59","2,507.97","2,510.27","2,435.59",221.92M,-2.89%
2022-07-03,"2,507.97","2,547.67","2,550.66","2,506.13",170.88M,-1.56%
2022-06-29,"2,547.67","2,529.22","2,554.26","2,529.22",161.00M,0.73%
2022-06-28,"2,529.22","2,566.82","2,568.53","2,503.23",245.61M,-1.46%
2022-06-27,"2,566.82","2,627.08","2,628.67","2,566.82",203.22M,-2.29%
2022-06-26,"2,627.08","2,629.46","2,646.36","2,625.99",184.96M,-0.09%
2022-06-23,"2,629.46","2,661.55","2,661.55","2,629.46",183.76M,-1.21%
2022-06-22,"2,661.55","2,680.87","2,680.89","2,661.42",176.86M,-0.72%
2022-06-21,"2,680.87","2,674.01","2,695.77","2,673.41",256.88M,0.26%
2022-06-20,"2,674.01","2,693.90","2,701.54","2,673.26",213.92M,-0.74%
2022-06-19,"2,693.90","2,738.58","2,739.76","2,693.32",221.20M,-1.63%
2022-06-16,"2,738.58","2,760.38","2,771.25","2,738.58",358.00M,-0.79%
2022-06-15,"2,760.38","2,742.32","2,765.04","2,742.32",367.27M,0.66%
2022-06-14,"2,742.32","2,725.40","2,745.57","2,723.23",314.73M,0.62%
2022-06-13,"2,725.40","2,763.74","2,769.77","2,724.34",359.54M,-1.39%
2022-06-12,"2,763.74","2,765.13","2,770.99","2,752.88",342.39M,-0.05%
2022-06-09,"2,765.13","2,742.97","2,765.13","2,742.97",588.30M,0.81%
2022-06-08,"2,742.97","2,667.29","2,742.97","2,667.29",468.99M,2.84%
2022-06-07,"2,667.29","2,639.79","2,667.29","2,639.62",214.32M,1.04%
2022-06-06,"2,639.79","2,629.40","2,640.99","2,628.63",167.00M,0.40%
2022-06-05,"2,629.40","2,608.67","2,636.18","2,608.67",175.54M,0.79%
2022-06-02,"2,608.67","2,596.94","2,610.65","2,588.28",170.09M,0.45%
2022-06-01,"2,596.94","2,621.94","2,635.20","2,595.46",204.39M,-0.95%
2022-05-31,"2,621.94","2,614.56","2,633.94","2,614.56",275.64M,0.28%
2022-05-30,"2,614.56","2,599.57","2,630.74","2,599.47",164.24M,0.58%
2022-05-29,"2,599.57","2,627.49","2,630.72","2,599.57",125.92M,-1.06%
2022-05-26,"2,627.49","2,660.15","2,664.69","2,625.07",211.67M,-1.23%
2022-05-25,"2,660.15","2,750.63","2,750.63","2,660.15",243.98M,-3.29%
2022-05-24,"2,750.63","2,775.02","2,779.81","2,750.23",247.41M,-0.88%
2022-05-23,"2,775.02","2,771.78","2,788.39","2,771.78",235.35M,0.12%
2022-05-22,"2,771.78","2,768.86","2,794.43","2,768.28",233.80M,0.11%
2022-05-19,"2,768.86","2,783.94","2,783.94","2,762.17",242.10M,-0.54%
2022-05-18,"2,783.94","2,768.76","2,791.27","2,768.72",275.08M,0.55%
2022-05-17,"2,768.76","2,758.37","2,777.03","2,757.74",233.23M,0.38%
2022-05-16,"2,758.37","2,766.74","2,768.60","2,749.49",177.78M,-0.30%
2022-05-15,"2,766.74","2,786.09","2,807.20","2,766.74",222.68M,-0.69%
2022-05-12,"2,786.09","2,834.65","2,834.89","2,777.86",260.59M,-1.71%
2022-05-11,"2,834.65","2,808.35","2,836.94","2,808.35",224.27M,0.94%
2022-05-10,"2,808.35","2,832.99","2,835.90","2,804.88",196.67M,-0.87%
2022-05-09,"2,832.99","2,862.02","2,879.35","2,831.45",274.84M,-1.01%
2022-05-08,"2,862.02","2,851.09","2,864.53","2,840.06",79.70M,0.38%
2022-04-28,"2,851.09","2,771.66","2,852.05","2,771.66",248.79M,2.87%
2022-04-27,"2,771.66","2,754.06","2,775.06","2,753.15",152.75M,0.64%
2022-04-26,"2,754.06","2,767.75","2,778.35","2,741.97",173.91M,-0.49%
2022-04-21,"2,767.75","2,667.04","2,774.76","2,666.87",372.45M,3.78%
2022-04-20,"2,667.04","2,652.15","2,667.04","2,649.51",138.26M,0.56%
2022-04-19,"2,652.15","2,618.02","2,652.15","2,606.85",191.28M,1.30%
2022-04-18,"2,618.02","2,603.03","2,619.85","2,587.11",199.68M,0.58%
2022-04-17,"2,603.03","2,767.05","2,767.05","2,599.28",188.48M,-3.70%
2022-04-14,"2,703.16","2,767.05","2,767.05","2,701.53",172.85M,-2.31%
2022-04-13,"2,767.05","2,764.66","2,784.80","2,764.66",120.05M,0.09%
2022-04-12,"2,764.66","2,755.15","2,770.51","2,754.24",126.43M,0.35%
2022-04-11,"2,755.15","2,816.88","2,818.86","2,753.15",141.10M,-2.19%
2022-04-10,"2,816.88","2,882.24","2,883.05","2,816.16",142.82M,-2.27%
2022-04-07,"2,882.24","2,928.80","2,929.95","2,882.24",208.70M,-1.59%
2022-04-06,"2,928.80","2,934.78","2,941.71","2,926.76",200.82M,-0.20%
2022-04-05,"2,934.78","2,944.24","2,954.27","2,934.30",185.18M,-0.32%
2022-04-04,"2,944.24","2,931.44","2,945.50","2,931.44",160.82M,0.44%
2022-04-03,"2,931.44","2,893.91","2,931.44","2,893.91",113.30M,1.30%
2022-03-31,"2,893.91","2,900.20","2,900.20","2,883.84",243.56M,-0.22%
2022-03-30,"2,900.20","2,918.60","2,934.77","2,899.22",182.79M,-0.63%
2022-03-29,"2,918.60","2,897.61","2,919.74","2,882.32",201.14M,0.72%
2022-03-28,"2,897.61","2,979.50","2,983.60","2,897.61",210.52M,-2.75%
2022-03-27,"2,979.50","3,022.23","3,023.20","2,978.96",220.77M,-1.41%
2022-03-24,"3,022.23","3,031.90","3,053.37","3,021.87",286.79M,-0.32%
2022-03-23,"3,031.90","3,009.00","3,031.90","3,007.04",239.38M,0.76%
2022-03-22,"3,009.00","2,996.47","3,065.82","2,996.47",441.41M,0.42%
2022-03-21,"2,996.47","2,894.38","3,014.05","2,894.38",524.40M,3.53%
2022-03-20,"2,894.38","2,848.45","2,894.38","2,848.45",382.75M,1.61%
2022-03-17,"2,848.45","2,828.71","2,857.25","2,828.71",256.32M,0.70%
2022-03-16,"2,828.71","2,747.61","2,828.71","2,747.61",312.81M,2.95%
2022-03-15,"2,747.61","2,772.24","2,778.89","2,736.05",187.35M,-0.89%
2022-03-14,"2,772.24","2,783.87","2,784.71","2,770.83",123.78M,-0.42%
2022-03-13,"2,783.87","2,815.33","2,823.86","2,783.87",148.52M,-1.12%
2022-03-10,"2,815.33","2,817.96","2,830.09","2,810.28",209.46M,-0.09%
2022-03-09,"2,817.96","2,804.59","2,846.77","2,804.59",176.70M,0.48%
2022-03-08,"2,804.59","2,834.11","2,834.11","2,787.27",211.93M,-1.04%
2022-03-07,"2,834.11","2,896.62","2,907.90","2,832.61",242.55M,-2.16%
2022-03-06,"2,896.62","2,882.20","2,902.03","2,881.50",166.98M,0.50%
2022-03-03,"2,882.20","2,835.11","2,883.36","2,835.11",207.38M,1.66%
2022-03-02,"2,835.11","2,839.19","2,853.76","2,832.60",220.28M,-0.14%
2022-03-01,"2,839.19","2,787.33","2,839.19","2,787.33",194.16M,1.86%
2022-02-28,"2,787.33","2,823.14","2,823.70","2,786.00",170.37M,-1.27%
2022-02-27,"2,823.14","2,720.93","2,823.14","2,720.93",251.99M,3.76%
2022-02-24,"2,720.93","2,934.54","2,934.54","2,702.71",357.69M,-7.28%
2022-02-23,"2,934.54","2,920.64","2,949.98","2,920.60",168.51M,0.48%
2022-02-22,"2,920.64","2,956.18","2,956.23","2,888.79",238.64M,-1.20%
2022-02-21,"2,956.18","2,941.56","2,960.41","2,934.63",200.11M,0.50%
2022-02-20,"2,941.56","2,991.82","2,992.47","2,941.44",164.50M,-1.68%
2022-02-17,"2,991.82","2,992.40","2,995.62","2,977.12",165.79M,-0.02%
2022-02-16,"2,992.40","2,994.32","3,014.04","2,992.21",207.07M,-0.06%
2022-02-15,"2,994.32","2,960.64","3,003.07","2,960.64",223.35M,1.14%
2022-02-14,"2,960.64","2,984.72","2,985.02","2,931.54",215.42M,-0.81%
2022-02-13,"2,984.72","3,140.00","3,140.42","2,982.41",321.36M,-4.95%
2022-02-10,"3,140.00","3,182.83","3,185.82","3,139.08",236.12M,-1.35%
2022-02-09,"3,182.83","3,176.41","3,209.34","3,176.41",362.16M,0.20%
2022-02-08,"3,176.41","3,184.78","3,193.32","3,176.36",323.12M,-0.26%
2022-02-07,"3,184.78","3,212.61","3,221.49","3,183.72",282.35M,-0.87%
2022-02-06,"3,212.61","3,193.02","3,213.72","3,193.01",241.13M,0.61%
2022-02-03,"3,193.02","3,198.68","3,211.32","3,183.78",,-0.18%
2022-02-02,"3,198.68","3,171.23","3,203.53","3,171.23",283.94M,0.87%
2022-02-01,"3,171.23","3,123.76","3,171.23","3,123.34",200.97M,1.52%
2022-01-31,"3,123.76","3,093.99","3,123.76","3,088.57",148.25M,0.96%
2022-01-30,"3,093.99","3,126.72","3,131.94","3,093.99",168.03M,-1.05%
2022-01-26,"3,126.72","3,141.40","3,151.41","3,125.69",241.70M,-0.47%
2022-01-25,"3,141.40","3,132.78","3,155.89","3,131.52",155.44M,0.28%
2022-01-24,"3,132.78","3,181.33","3,185.24","3,130.22",159.85M,-1.53%
2022-01-23,"3,181.33","3,231.96","3,231.96","3,181.02",139.68M,-1.57%
2022-01-20,"3,231.96","3,239.68","3,249.43","3,230.60",152.04M,-0.24%
2022-01-19,"3,239.68","3,259.48","3,266.83","3,235.02",160.12M,-0.61%
2022-01-18,"3,259.48","3,227.04","3,259.48","3,226.97",135.67M,1.01%
2022-01-17,"3,227.04","3,223.79","3,241.92","3,213.77",149.16M,0.10%
2022-01-16,"3,223.79","3,277.42","3,277.42","3,219.31",170.30M,-1.64%
2022-01-13,"3,277.42","3,315.10","3,315.93","3,274.36",176.95M,-1.14%
2022-01-12,"3,315.10","3,342.32","3,353.38","3,312.81",204.25M,-0.81%
2022-01-11,"3,342.32","3,377.85","3,387.69","3,341.23",261.05M,-1.05%
2022-01-10,"3,377.85","3,369.16","3,394.64","3,369.16",253.53M,0.26%
2022-01-09,"3,369.16","3,385.91","3,394.75","3,365.82",157.65M,-0.49%
2022-01-05,"3,385.91","3,362.09","3,398.00","3,362.09",316.98M,0.71%
2022-01-04,"3,362.09","3,316.08","3,368.15","3,316.04",364.53M,1.39%
2022-01-03,"3,316.08","3,288.16","3,327.19","3,288.16",325.18M,0.85%
2022-01-02,"3,288.16","3,255.21","3,295.57","3,255.21",227.43M,1.01%
2021-12-30,"3,255.21","3,227.81","3,255.88","3,227.72",279.73M,0.85%
2021-12-29,"3,227.81","3,224.69","3,240.89","3,224.67",283.90M,0.10%
2021-12-28,"3,224.69","3,219.05","3,231.65","3,202.06",289.67M,0.18%
2021-12-27,"3,219.05","3,244.44","3,255.60","3,217.06",286.63M,-0.78%
2021-12-26,"3,244.44","3,232.55","3,262.35","3,232.55",332.98M,0.37%
2021-12-23,"3,232.55","3,203.41","3,232.64","3,202.99",303.59M,0.91%
2021-12-22,"3,203.41","3,166.70","3,212.38","3,166.70",288.96M,1.16%
2021-12-21,"3,166.70","3,125.94","3,171.61","3,125.94",265.10M,1.30%
2021-12-20,"3,125.94","3,150.50","3,150.63","3,111.96",227.22M,-0.78%
2021-12-19,"3,150.50","3,166.52","3,182.68","3,147.67",224.81M,-0.51%
2021-12-16,"3,166.52","3,129.67","3,166.52","3,129.67",322.01M,1.18%
2021-12-15,"3,129.67","3,124.18","3,156.66","3,123.21",313.16M,0.18%
2021-12-14,"3,124.18","3,150.59","3,161.18","3,123.78",310.88M,-0.84%
2021-12-13,"3,150.59","3,151.30","3,172.58","3,150.59",252.87M,-0.02%
2021-12-12,"3,151.30","3,121.03","3,153.16","3,121.03",271.89M,0.97%
2021-12-09,"3,121.03","3,110.26","3,121.41","3,106.18",564.18M,0.35%
2021-12-08,"3,110.26","3,136.88","3,144.67","3,103.81",297.89M,-0.85%
2021-12-07,"3,136.88","3,210.27","3,233.69","3,133.28",558.99M,-2.29%
2021-12-06,"3,210.27","3,200.46","3,253.55","3,195.63",506.39M,0.31%
2021-12-05,"3,200.46","3,136.69","3,201.49","3,136.12",347.31M,2.03%
2021-12-02,"3,136.69","3,148.67","3,169.41","3,134.18",312.91M,-0.38%
2021-12-01,"3,148.67","3,105.14","3,159.16","3,105.14",301.52M,1.40%
2021-11-30,"3,105.14","3,062.73","3,105.14","3,062.46",361.25M,1.38%
2021-11-29,"3,062.73","3,020.03","3,069.94","3,017.14",304.22M,1.41%
2021-11-28,"3,020.03","3,059.58","3,059.58","2,986.27",238.24M,-1.29%
2021-11-25,"3,059.58","2,991.49","3,059.58","2,991.48",303.38M,2.28%
2021-11-24,"2,991.49","2,993.16","2,999.48","2,978.29",194.13M,-0.06%
2021-11-23,"2,993.16","2,936.72","2,993.16","2,936.72",226.38M,1.92%
2021-11-22,"2,936.72","2,886.10","2,936.72","2,874.26",205.62M,1.75%
2021-11-21,"2,886.10","2,972.43","2,977.21","2,885.87",162.56M,-2.90%
2021-11-18,"2,972.43","2,992.56","3,003.03","2,970.80",163.91M,-0.67%
2021-11-17,"2,992.56","2,990.32","3,013.94","2,954.80",211.91M,0.07%
2021-11-16,"2,990.32","3,106.04","3,107.40","2,988.71",232.61M,-3.73%
2021-11-15,"3,106.04","3,187.98","3,187.98","3,104.39",66.27M,-2.57%
2021-11-14,"3,187.98","3,173.98","3,192.39","3,166.07",175.00M,0.44%
2021-11-11,"3,173.98","3,089.88","3,173.98","3,086.96",286.68M,2.72%
2021-11-10,"3,089.88","3,164.49","3,167.60","3,066.39",216.85M,-2.36%
2021-11-09,"3,164.49","3,195.46","3,223.76","3,164.28",204.34M,-0.97%
2021-11-08,"3,195.46","3,149.07","3,195.46","3,149.07",202.85M,1.47%
2021-11-07,"3,149.07","3,146.03","3,149.07","3,138.19",152.53M,0.10%
2021-11-04,"3,146.03","3,209.54","3,209.54","3,108.84",246.62M,-1.98%
2021-11-03,"3,209.54","3,307.25","3,329.41","3,204.75",458.20M,-2.95%
2021-11-02,"3,307.25","3,305.42","3,316.99","3,299.65",355.58M,0.06%
2021-11-01,"3,305.42","3,287.34","3,317.15","3,287.34",355.24M,0.55%
2021-10-31,"3,287.34","3,299.42","3,299.42","3,274.31",307.90M,-0.37%
2021-10-28,"3,299.42","3,230.02","3,299.42","3,229.33",406.25M,2.15%
2021-10-27,"3,230.02","3,245.96","3,245.96","3,165.39",431.54M,-0.49%
2021-10-26,"3,245.96","3,323.58","3,378.38","3,245.96",421.25M,-2.34%
2021-10-25,"3,323.58","3,419.17","3,422.46","3,263.57",475.42M,-2.80%
2021-10-24,"3,419.17","3,390.16","3,463.32","3,390.16",355.62M,0.86%
2021-10-20,"3,390.16","3,459.22","3,461.35","3,258.21",400.67M,-2.00%
2021-10-19,"3,459.22","3,641.08","3,663.83","3,459.22",371.07M,-4.99%
2021-10-18,"3,641.08","3,609.93","3,647.37","3,607.72",357.89M,0.86%
2021-10-17,"3,609.93","3,593.06","3,624.52","3,593.06",287.95M,0.47%
2021-10-14,"3,593.06","3,598.70","3,611.46","3,581.45",257.74M,-0.16%
2021-10-13,"3,598.70","3,630.61","3,640.00","3,598.70",230.49M,-0.88%
2021-10-12,"3,630.61","3,630.72","3,647.65","3,628.43",252.96M,0.00%
2021-10-11,"3,630.72","3,614.87","3,637.58","3,614.87",369.47M,0.44%
2021-10-10,"3,614.87","3,608.62","3,640.39","3,608.62",165.08M,0.17%
2021-10-06,"3,608.62","3,602.70","3,617.64","3,602.70",186.11M,0.16%
2021-10-05,"3,602.70","3,613.66","3,641.43","3,599.45",200.83M,-0.30%
2021-10-04,"3,613.66","3,615.61","3,638.76","3,612.83",204.12M,-0.05%
2021-10-03,"3,615.61","3,671.65","3,703.35","3,615.13",233.53M,-1.53%
2021-09-30,"3,671.65","3,631.95","3,675.82","3,631.95",227.05M,1.09%
2021-09-29,"3,631.95","3,640.77","3,674.24","3,630.37",223.52M,-0.24%
2021-09-28,"3,640.77","3,660.40","3,664.46","3,618.90",358.57M,-0.54%
2021-09-27,"3,660.40","3,748.42","3,757.57","3,660.40",382.50M,-2.35%
2021-09-26,"3,748.42","3,722.36","3,759.37","3,722.36",290.40M,0.70%
2021-09-23,"3,722.36","3,634.58","3,722.36","3,634.58",263.33M,2.42%
2021-09-22,"3,634.58","3,535.65","3,634.58","3,535.65",223.00M,2.80%
2021-09-21,"3,535.65","3,655.75","3,656.74","3,494.29",331.44M,-3.29%
2021-09-20,"3,655.75","3,753.47","3,754.85","3,652.17",265.00M,-2.60%
2021-09-19,"3,753.47","3,866.17","3,873.29","3,753.07",261.95M,-2.92%
2021-09-16,"3,866.17","3,855.65","3,899.82","3,854.08",341.94M,0.27%
2021-09-15,"3,855.65","3,910.87","3,939.23","3,845.29",419.64M,-1.41%
2021-09-14,"3,910.87","3,911.04","3,964.72","3,907.60",575.74M,0.00%
2021-09-13,"3,911.04","3,832.99","3,911.04","3,826.76",312.04M,2.04%
2021-09-12,"3,832.99","3,795.37","3,845.32","3,795.37",199.32M,0.99%
2021-09-09,"3,795.37","3,847.22","3,863.88","3,782.71",238.70M,-1.35%
2021-09-08,"3,847.22","3,825.16","3,890.26","3,825.16",264.84M,0.58%
2021-09-07,"3,825.16","3,755.23","3,828.33","3,743.90",266.27M,1.86%
2021-09-06,"3,755.23","3,915.54","3,915.71","3,745.25",346.47M,-4.09%
2021-09-05,"3,915.54","4,056.94","4,087.32","3,915.54",342.51M,-3.49%
2021-09-02,"4,056.94","4,015.06","4,057.42","4,015.06",369.09M,1.04%
2021-09-01,"4,015.06","3,946.65","4,016.75","3,946.65",296.20M,1.73%
2021-08-31,"3,946.65","3,984.89","3,984.89","3,927.30",347.50M,-0.96%
2021-08-30,"3,984.89","3,963.81","4,020.93","3,963.81",524.54M,0.53%
2021-08-29,"3,963.81","3,954.90","3,965.70","3,926.33",346.50M,0.23%
2021-08-26,"3,954.90","3,977.88","4,006.41","3,954.90",605.18M,-0.58%
2021-08-25,"3,977.88","3,948.68","3,989.42","3,948.68",573.35M,0.74%
2021-08-24,"3,948.68","3,932.91","3,979.40","3,932.91",500.64M,0.40%
2021-08-23,"3,932.91","3,874.11","3,941.77","3,874.11",425.92M,1.52%
2021-08-22,"3,874.11","3,870.19","3,886.14","3,864.35",281.10M,0.10%
2021-08-19,"3,870.19","3,903.04","3,906.52","3,869.87",354.19M,-0.84%
2021-08-18,"3,903.04","3,895.82","3,921.17","3,895.82",448.04M,0.19%
2021-08-17,"3,895.82","3,863.58","3,900.70","3,863.58",561.00M,0.83%
2021-08-16,"3,863.58","3,866.00","3,874.85","3,863.34",439.53M,-0.06%
2021-08-15,"3,866.00","3,846.51","3,889.50","3,846.51",393.02M,0.51%
2021-08-11,"3,846.51","3,845.23","3,876.06","3,845.23",603.73M,0.03%
2021-08-10,"3,845.23","3,835.21","3,853.04","3,833.43",343.25M,0.26%
2021-08-09,"3,835.21","3,859.21","3,869.73","3,835.21",411.04M,-0.62%
2021-08-08,"3,859.21","3,804.78","3,868.20","3,804.78",554.42M,1.43%
2021-08-05,"3,804.78","3,737.99","3,815.49","3,737.99",408.01M,1.79%
2021-08-04,"3,737.99","3,710.11","3,740.81","3,689.45",352.56M,0.75%
2021-08-03,"3,710.11","3,803.38","3,803.38","3,710.11",410.40M,-2.45%
2021-08-02,"3,803.38","3,793.61","3,847.25","3,793.61",475.06M,0.26%
2021-08-01,"3,793.61","3,742.00","3,796.11","3,742.00",399.09M,1.38%
2021-07-29,"3,742.00","3,696.79","3,747.28","3,696.79",595.23M,1.22%
2021-07-28,"3,696.79","3,640.90","3,697.22","3,640.90",593.61M,1.54%
2021-07-27,"3,640.90","3,571.98","3,643.66","3,571.98",565.93M,1.93%
2021-07-26,"3,571.98","3,546.79","3,574.28","3,546.79",453.98M,0.71%
2021-07-25,"3,546.79","3,469.37","3,551.57","3,469.37",485.92M,2.23%
2021-07-18,"3,469.37","3,428.76","3,476.28","3,428.76",325.66M,1.18%
2021-07-15,"3,428.76","3,379.50","3,432.16","3,379.50",389.64M,1.46%
2021-07-14,"3,379.50","3,321.44","3,385.10","3,321.44",480.65M,1.75%
2021-07-13,"3,321.44","3,257.01","3,321.51","3,257.01",289.73M,1.98%
2021-07-12,"3,257.01","3,224.69","3,261.15","3,224.69",287.18M,1.00%
2021-07-11,"3,224.69","3,253.52","3,253.80","3,224.42",287.18M,-0.89%
2021-07-08,"3,253.52","3,284.95","3,311.01","3,253.43",317.62M,-0.96%
2021-07-07,"3,284.95","3,229.42","3,288.55","3,229.42",390.38M,1.72%
2021-07-06,"3,229.42","3,312.76","3,312.76","3,199.99",298.66M,-2.52%
2021-07-05,"3,312.76","3,316.14","3,345.34","3,312.76",1.07B,-0.10%
2021-07-04,"3,316.14","3,278.77","3,316.93","3,278.77",364.37M,1.14%
2021-06-30,"3,278.77","3,232.05","3,288.86","3,232.05",325.97M,1.45%
2021-06-29,"3,232.05","3,278.21","3,278.21","3,215.17",390.19M,-1.41%
2021-06-28,"3,278.21","3,302.42","3,316.14","3,278.21",578.11M,-0.73%
2021-06-27,"3,302.42","3,296.87","3,302.42","3,286.15",346.87M,0.17%
2021-06-24,"3,296.87","3,315.99","3,315.99","3,289.28",367.79M,-0.58%
2021-06-23,"3,315.99","3,322.36","3,340.71","3,315.98",525.92M,-0.19%
2021-06-22,"3,322.36","3,316.79","3,330.99","3,315.39",519.63M,0.17%
2021-06-21,"3,316.79","3,255.34","3,332.53","3,255.34",558.82M,1.89%
2021-06-20,"3,255.34","3,226.45","3,255.34","3,226.45",420.84M,0.90%
2021-06-17,"3,226.45","3,163.01","3,229.32","3,163.01",350.90M,2.01%
2021-06-16,"3,163.01","3,166.48","3,174.05","3,152.21",398.52M,-0.11%
2021-06-15,"3,166.48","3,221.17","3,239.17","3,166.48",433.71M,-1.70%
2021-06-14,"3,221.17","3,262.97","3,262.97","3,195.43",351.51M,-1.28%
2021-06-13,"3,262.97","3,333.71","3,358.82","3,262.97",464.81M,-2.12%
2021-06-10,"3,333.71","3,334.56","3,349.66","3,333.71",433.69M,-0.03%
2021-06-09,"3,334.56","3,291.81","3,340.60","3,291.81",493.82M,1.30%
2021-06-08,"3,291.81","3,320.65","3,332.81","3,291.81",440.47M,-0.87%
2021-06-07,"3,320.65","3,304.22","3,329.12","3,304.22",522.19M,0.50%
2021-06-06,"3,304.22","3,251.86","3,307.44","3,251.86",459.60M,1.61%
2021-06-03,"3,251.86","3,251.93","3,263.73","3,212.77",558.23M,0.00%
2021-06-02,"3,251.93","3,224.87","3,293.86","3,224.87",603.51M,0.84%
2021-06-01,"3,224.87","3,215.84","3,225.02","3,174.42",653.46M,0.28%
2021-05-31,"3,215.84","3,199.72","3,250.43","3,199.72",931.80M,0.50%
2021-05-30,"3,199.72","3,150.13","3,202.83","3,150.13",633.73M,1.57%
2021-05-27,"3,150.13","3,135.56","3,157.09","3,135.56",936.51M,0.46%
2021-05-26,"3,135.56","3,090.37","3,150.79","3,090.37",566.55M,1.46%
2021-05-25,"3,090.37","3,160.43","3,160.43","3,061.08",490.26M,-2.22%
2021-05-24,"3,160.43","3,214.30","3,229.82","3,160.43",635.95M,-1.68%
2021-05-23,"3,214.30","3,181.12","3,217.69","3,181.12",631.08M,1.04%
2021-05-20,"3,181.12","3,200.82","3,202.56","3,176.57",727.36M,-0.62%
2021-05-19,"3,200.82","3,187.02","3,225.06","3,187.02",710.65M,0.43%
2021-05-18,"3,187.02","3,123.35","3,188.07","3,123.35",668.09M,2.04%
2021-05-17,"3,123.35","3,096.77","3,123.93","3,096.77",531.84M,0.86%
2021-05-11,"3,096.77","3,059.55","3,099.82","3,059.55",394.70M,1.22%
2021-05-10,"3,059.55","3,050.81","3,059.55","3,039.31",237.57M,0.29%
2021-05-09,"3,050.81","3,050.59","3,073.19","3,050.59",271.82M,0.01%
2021-05-06,"3,050.59","3,037.57","3,056.04","3,037.57",366.73M,0.43%
2021-05-05,"3,037.57","3,014.36","3,040.78","3,014.36",369.52M,0.77%
2021-05-04,"3,014.36","2,974.07","3,018.38","2,972.18",297.80M,1.35%
2021-04-28,"2,974.07","3,003.40","3,007.35","2,971.65",300.31M,-0.98%
2021-04-27,"3,003.40","2,986.06","3,009.33","2,986.06",383.00M,0.58%
2021-04-26,"2,986.06","2,994.77","3,007.78","2,975.35",449.02M,-0.29%
2021-04-25,"2,994.77","2,942.05","2,994.77","2,942.05",487.34M,1.79%
2021-04-22,"2,942.05","2,898.41","2,942.05","2,898.41",557.77M,1.51%
2021-04-21,"2,898.41","2,887.98","2,912.08","2,887.17",456.24M,0.36%
2021-04-20,"2,887.98","2,828.40","2,887.98","2,828.40",529.62M,2.11%
2021-04-19,"2,828.40","2,772.73","2,828.40","2,772.73",395.13M,2.01%
2021-04-18,"2,772.73","2,716.03","2,772.73","2,716.03",242.06M,2.09%
2021-04-15,"2,716.03","2,733.47","2,747.90","2,712.94",820.26M,-0.64%
2021-04-14,"2,733.47","2,854.06","2,854.68","2,733.47",485.46M,-4.23%
2021-04-13,"2,854.06","2,911.35","2,920.51","2,854.06",385.90M,-1.97%
2021-04-12,"2,911.35","2,868.77","2,915.38","2,868.77",519.74M,1.48%
2021-04-11,"2,868.77","2,794.05","2,868.77","2,794.05",430.73M,2.67%
2021-04-08,"2,794.05","2,748.29","2,794.05","2,747.93",362.38M,1.67%
2021-04-07,"2,748.29","2,750.69","2,759.18","2,739.11",395.66M,-0.09%
2021-04-06,"2,750.69","2,783.33","2,783.74","2,714.90",446.94M,-1.17%
2021-04-05,"2,783.33","2,927.83","2,927.83","2,778.29",489.30M,-4.94%
2021-04-04,"2,927.83","2,963.24","2,981.39","2,927.83",460.06M,-1.19%
2021-04-01,"2,963.24","2,910.53","2,963.25","2,910.53",439.33M,1.81%
2021-03-31,"2,910.53","2,940.51","2,944.61","2,907.10",551.56M,-1.02%
2021-03-30,"2,940.51","2,900.70","2,948.47","2,900.70",618.27M,1.37%
2021-03-29,"2,900.70","2,856.68","2,900.70","2,856.68",562.62M,1.54%
2021-03-28,"2,856.68","2,788.93","2,857.65","2,788.87",383.04M,2.43%
